ID,EM38_ID,Year,FID,Field,X,Y,CV.1.0m,CV.0.5m,ECe_Deep,ECe_Shallow,Gross Weight,Bag Weight,Net Weight,bu/ac,kg/ha,Yr_%,ECe_Gyp_Call,ECe_Gyp_Bern,Mg/ha,Status
138,336,2019,F4,M23,617873.998,4204881.26,48.75,48.125,1.022834969,0.983317053,812.23,46.27,765.96,160.2468947,10078.42105,58.69245386,1.001511196,1.00298919,10.07842105,Excluded
139,344,2019,F4,M23,617873.558,4204921.12,41.406,40.625,0.857756774,0.88151915,861.32,46.27,815.05,170.5170395,10724.34211,62.45402443,0.86805607,0.867331156,10.72434211,Excluded
140,392,2019,F4,M23,617849.905,4205068.064,49.688,50.977,1.044065975,1.020521948,886.29,46.27,840.02,175.7410263,11052.89474,64.36737573,1.018368991,1.0201469,11.05289474,Excluded
141,392,2019,F4,M23,617849.905,4205068.064,49.688,50.977,1.044065975,1.020521948,886.29,46.27,840.02,175.7410263,11052.89474,64.36737573,1.018368991,1.0201469,11.05289474,Excluded
142,404,2019,F4,M23,617850.62,4205007.581,45,44.18,0.938280121,0.930535178,764.41,46.27,718.14,150.2424474,9449.210526,55.02819837,0.933704078,0.934023653,9.449210526,Excluded
143,405,2019,F4,M23,617850.728,4205002.254,39.414,39.844,0.81335755,0.87054978,746.48,46.27,700.21,146.4913026,9213.289474,53.65429413,0.831368006,0.830094473,9.213289474,Excluded
144,414,2019,F4,M23,617850.428,4204955.709,35,34.766,0.715609902,0.797261446,870.58,46.27,824.31,172.4543289,10846.18421,63.16358119,0.74922897,0.746825215,10.84618421,Excluded
145,414,2019,F4,M23,617850.428,4204955.709,35,34.766,0.715609902,0.797261446,870.58,46.27,824.31,172.4543289,10846.18421,63.16358119,0.74922897,0.746825215,10.84618421,Excluded
146,417,2019,F4,M23,617850.625,4204939.787,35.43,37.422,0.725091836,0.836035647,636.14,46.27,589.87,123.4070132,7761.447369,45.19938087,0.757284929,0.75498575,7.761447369,Excluded
147,433,2019,F4,M23,617850.463,4204858.634,44.102,46.523,0.918111827,0.962075674,724.1,46.27,677.83,141.8091711,8918.81579,51.93940416,0.917364275,0.91741658,8.91881579,Excluded
148,456,2019,F4,M23,617851.509,4204741.688,47.383,46.445,0.991950995,0.961034878,858.59,46.27,812.32,169.9458947,10688.42105,62.24483539,0.976870948,0.977918984,10.68842105,Excluded
149,456,2019,F4,M23,617851.509,4204741.688,47.383,46.445,0.991950995,0.961034878,858.59,46.27,812.32,169.9458947,10688.42105,62.24483539,0.976870948,0.977918984,10.68842105,Excluded
150,74,2019,F5,M2,618853.192,4204179.645,67.773,48.125,2.872658397,3.114461015,1007.03,46.27,960.76,201.0011053,12641.57895,96.6640396,2.650741296,2.659977844,12.64157895,Included
151,95,2019,F5,M2,618950.797,4204181.144,66.758,48.281,2.826308216,3.120969612,1062.85,46.27,1016.58,212.6792368,13376.05263,102.2802046,2.615938467,2.62449337,13.37605263,Included
152,113,2019,F5,M2,619033.915,4204181.849,92.109,64.219,3.99871609,3.75149415,606.84,46.27,560.57,117.2771447,7375.921053,56.40010062,3.467934713,3.495157754,7.375921053,Included
153,139,2019,F5,M2,619045.413,4204165.782,111.758,82.344,4.925452008,4.404031194,448.83,46.27,402.56,84.21978947,5296.842105,40.50238954,4.107921823,4.151510728,5.296842105,Included
154,166,2019,F5,M2,618919.644,4204164.095,93.75,68.281,4.07556541,3.902889973,871.31,46.27,825.04,172.6070526,10855.78947,83.00897122,3.521989245,3.55052358,10.85578947,Included
155,182,2019,F5,M2,618846.172,4204163.236,68.32,47.148,2.897659773,3.073527107,1050.68,46.27,1004.41,210.1331447,13215.92105,101.0557558,2.669470229,2.679076722,13.21592105,Included
156,276,2019,F5,M2,618973.568,4204134.147,120,86.484,5.318126685,4.545614708,519.28,46.27,473.01,98.95867105,6223.81579,47.59050894,4.372082804,4.422925177,6.22381579,Included
157,300,2019,F5,M2,618865.521,4204132.571,90.43,69.219,3.920197654,3.937391304,587.21,46.27,540.94,113.1703421,7117.631579,54.42508594,3.412504557,3.438397412,7.117631579,Included
158,361,2019,F5,M2,619030.728,4204121.058,131.328,104.18,5.861245821,5.125601194,316.67,46.27,270.4,56.57052632,3557.894737,27.20550013,4.731522778,4.792657829,3.557894737,Included
159,361,2019,F5,M2,619030.728,4204121.058,131.328,104.18,5.861245821,5.125601194,294.55,46.27,248.28,51.94278947,3266.842105,24.97996143,4.731522778,4.792657829,3.266842105,Included
160,389,2019,F5,M2,619015.178,4204104.683,162.188,122.031,7.358674598,5.676116325,212.86,46.27,166.59,34.85238158,2191.973684,16.76096252,5.692237214,5.783028479,2.191973684,Included
161,399,2019,F5,M2,618964.801,4204104.178,93.477,64.961,4.06277328,3.779397603,797.18,46.27,750.91,157.0982763,9880.394737,75.55059948,3.513004826,3.541320253,9.880394737,Included
162,422,2019,F5,M2,618852.77,4204102.043,84.727,63.711,3.654357181,3.732324419,655.03,46.27,608.76,127.359,8010,61.24859563,3.223255236,3.244720278,8.01,Included
163,449,2019,F5,M2,618889.553,4204088.635,111.758,79.57,4.925452008,4.307747261,432.34,46.27,386.07,80.7699079,5079.868421,38.84329672,4.107921823,4.151510728,5.079868421,Included
164,515,2019,F5,M2,618975.312,4204074.745,116.68,80.117,5.15969002,4.326826444,560.89,46.27,514.62,107.6639211,6771.31579,51.77697661,4.265954727,4.313850215,6.77131579,Included
165,537,2019,F5,M2,618873.342,4204073.504,95.82,66.992,4.172654665,3.855202473,677.22,46.27,630.95,132.0013816,8301.973684,63.48117716,3.590007954,3.620211817,8.301973684,Included
166,572,2019,F5,M2,618914.831,4204058.02,98.672,60.977,4.306689594,3.628206904,351.55,46.27,305.28,63.86778947,4016.842105,30.71484866,3.683425085,3.715956573,4.016842105,Included
167,600,2019,F5,M2,619054.138,4204059.583,193.281,153.516,8.890173719,6.581927783,181.76,46.27,135.49,28.34593421,1782.763158,13.63192756,6.637388385,6.760008679,1.782763158,Included
168,636,2019,F5,M2,618938.717,4204043.058,80.938,54.375,3.4785008,3.369686379,526.04,46.27,479.77,100.3729342,6312.763158,48.27064644,3.096649305,3.115254077,6.312763158,Included
169,647,2019,F5,M2,618881.65,4204042.267,80.508,54.453,3.458583477,3.37280365,692.16,46.27,645.89,135.1269868,8498.552632,64.98432129,3.082235338,3.100519826,8.498552632,Included
170,696,2019,F5,M2,618996.107,4204027.755,80.234,51.563,3.445896298,3.256219654,512.91,46.27,466.64,97.626,6140,46.94961013,3.07304564,3.091126512,6.14,Included
171,698,2019,F5,M2,619006.517,4204027.825,131.445,88.633,5.866875019,4.618157666,156.13,46.27,109.86,22.98386842,1445.526316,11.05324055,4.735214572,4.796457755,1.445526316,Included
172,709,2019,F5,M2,619061.192,4204028.435,127.188,100.273,5.66231297,5.000766694,253.98,46.27,207.71,43.45511842,2733.026316,20.8981303,4.600624125,4.657956425,2.733026316,Included
173,731,2019,F5,M2,619008.255,4204012.902,130.352,82.93,5.814302993,4.424222717,399.47,46.27,353.2,73.8931579,4647.368421,35.53617842,4.700710321,4.760944756,4.647368421,Included
174,742,2019,F5,M2,618952.516,4204011.876,98.984,68.906,4.321371104,3.925897155,380.84,46.27,334.57,69.99556579,4402.236842,33.6617758,3.693624128,3.726412133,4.402236842,Included
175,787,2019,F5,M2,618903.306,4203997.251,131.289,88.555,5.859369509,4.615535647,217,46.27,170.73,35.71851316,2246.447368,17.17749643,4.730292089,4.791391105,2.246447368,Included
176,843,2019,F5,M2,619006.142,4203982.981,70.078,46.172,2.978116716,3.032333356,609.35,47.26,562.09,117.5951447,7395.921053,56.55303094,2.729537864,2.740345377,7.395921053,Included
177,866,2019,F5,M2,618888.827,4203981.253,113.398,80.82,5.003411971,4.351279104,356.05,46.27,309.78,64.80923684,4076.052632,31.16760292,4.160672233,4.20568762,4.076052632,Included
178,962,2019,F5,M2,618966.024,4203951.64,73.867,50.898,3.152055911,3.229068019,727.92,46.27,681.65,142.6083553,8969.078947,68.58220843,2.85837257,2.871828946,8.969078947,Included
179,971,2019,F5,M2,618918.66,4203950.879,93.164,64.531,4.048110431,3.763241007,518.05,46.27,471.78,98.70134211,6207.631579,47.4667561,3.502699998,3.530764814,6.207631579,Included
180,971,2019,F5,M2,618918.66,4203950.879,93.164,64.531,4.048110431,3.763241007,518.05,46.27,471.78,98.70134211,6207.631579,47.4667561,3.502699998,3.530764814,6.207631579,Included
181,984,2019,F5,M2,618852.653,4203949.739,95.313,62.344,4.148859568,3.680468258,514.91,46.27,468.64,98.04442105,6166.31579,47.15083425,3.573365317,3.603158697,6.16631579,Included
182,1000,2019,F5,M2,618856.778,4203935.387,95.664,55.977,4.165332048,3.433396142,671.72,46.27,625.45,130.8507237,8229.605263,62.92781085,3.58488831,3.614965763,8.229605263,Included
183,1025,2019,F5,M2,618980.366,4203937.245,61.602,36.484,2.591723419,2.604969417,603.93,46.27,557.66,116.6683421,7337.631579,56.10731953,2.43810692,2.443300068,7.337631579,Included
184,1029,2019,F5,M2,618999.318,4203937.558,62.461,36.914,2.630702811,2.624732934,543.65,46.27,497.38,104.0571316,6544.473684,50.04242475,2.467858431,2.473599545,6.544473684,Included
185,1040,2019,F5,M2,619054.62,4203938.828,61.953,36.914,2.607645883,2.624732934,543,46.27,496.73,103.9211447,6535.921053,49.97702692,2.450270006,2.455686458,6.535921053,Included
186,1041,2019,F5,M2,619059.559,4203938.984,60.938,38.867,2.56162167,2.713488331,728.7,46.27,682.43,142.7715395,8979.342105,68.66068584,2.415073961,2.419846985,8.979342105,Included
187,1057,2019,F5,M2,619053.399,4203923.894,61.055,38.906,2.566923895,2.715244371,702.85,46.27,656.58,137.3634474,8639.210526,66.05986417,2.419134731,2.423981563,8.639210526,Included
188,161,2019,F6,M3,619553.418,4204151.272,42.852,24.688,2.410451077,2.884144246,1173.43,46.27,1127.16,235.8137368,14831.05263,100.2677579,2.244249825,2.227668284,14.83105263,Included
189,161,2019,F6,M3,619553.418,4204151.272,42.852,24.688,2.410451077,2.884144246,1129.81,46.27,1083.54,226.6879737,14257.10526,96.38749276,2.244249825,2.227668284,14.25710526,Included
190,183,2019,F6,M3,619452.916,4204148.219,65.43,38.672,3.803981232,3.852530578,621.6,46.27,575.33,120.3650921,7570.131579,51.17911311,3.251310077,3.246670767,7.570131579,Included
191,204,2019,F6,M3,619357.651,4204147.187,70.898,49.336,4.147761545,4.507880072,415.47,46.27,369.2,77.24052632,4857.894737,32.84259219,3.488093455,3.487073816,4.857894737,Included
192,216,2019,F6,M3,619303.3,4204145.444,80.664,54.648,4.766837177,4.815259388,720.6,49.11,671.49,140.4827763,8835.394737,59.73313171,3.905494783,3.911488363,8.835394737,Included
193,218,2019,F6,M3,619294.461,4204145.976,67.227,47.344,3.916722648,4.389615008,638.74,46.27,592.47,123.9509605,7795.657895,52.70382067,3.329387974,3.325911948,7.795657895,Included
194,228,2019,F6,M3,619249.841,4204144.302,105.039,61.641,6.336418059,5.204192602,510.51,46.27,464.24,97.12389474,6108.421053,41.29697995,4.921653554,4.947655088,6.108421053,Included
195,240,2019,F6,M3,619196.7,4204143.561,51.797,25.625,2.957009133,2.954287357,964.2,46.27,917.93,192.0406184,12078.02632,81.65547306,2.64961876,2.637106022,12.07802632,Included
196,277,2019,F6,M3,619126.026,4204163.899,51.055,24.609,2.911371698,2.878187553,1208.02,46.27,1161.75,243.050329,15286.18421,103.3447494,2.616344927,2.603457794,15.28618421,Included
197,294,2019,F6,M3,619201.661,4204165.812,66.016,30.43,3.840719889,3.300644699,634.92,46.27,588.65,123.1517763,7745.394737,52.36400837,3.276800112,3.272537235,7.745394737,Included
198,294,2019,F6,M3,619201.661,4204165.812,66.016,30.43,3.840719889,3.300644699,722.28,46.27,676.01,141.4284079,8894.868421,60.13521328,3.276800112,3.272537235,8.894868421,Included
199,344,2019,F6,M3,619421.52,4204169.695,69.531,50.781,4.061616023,4.592611123,854.79,46.27,808.52,169.1508947,10638.42105,71.9227861,3.429117097,3.427170517,10.63842105,Included
200,345,2019,F6,M3,619420.908,4204170.095,71.641,56.055,4.1946384,4.894870471,714.62,46.27,668.35,139.8258553,8794.078947,59.45380955,3.520089294,3.519579402,8.794078947,Included
201,417,2019,F6,M3,619497.545,4204200.909,51.484,31.68,2.937751502,3.387478157,1111.47,46.27,1065.2,222.8510526,14015.78947,94.75603788,2.635590028,2.622918603,14.01578947,Included
202,442,2019,F6,M3,619376.559,4204198.733,97.148,69.18,5.824814391,5.606320064,523.77,46.27,477.5,99.89802632,6282.894737,42.47653783,4.596263587,4.615443511,6.282894737,Included
203,448,2019,F6,M3,619348.323,4204198.664,106.797,81.133,6.450813045,6.21336681,262.29,46.27,216.02,45.1936579,2842.368421,19.21629676,4.993724923,5.021286253,2.842368421,Included
204,463,2019,F6,M3,619278.046,4204197.106,68.906,41.641,4.022273635,4.040809128,776.04,46.27,729.77,152.6755658,9602.236842,64.91749322,3.402104958,3.399739363,9.602236842,Included
205,531,2019,F6,M3,619174.793,4204217.147,46.055,18.398,2.605226019,2.385794021,906,46.27,859.73,179.8645658,11312.23684,76.47822799,2.390509287,2.375268335,11.31223684,Included
206,643,2019,F6,M3,619577.897,4204252.565,29.766,13.164,1.627445381,1.922438038,830.72,46.27,784.45,164.1151974,10321.71053,69.78161281,1.631047676,1.610671601,10.32171053,Included
207,644,2019,F6,M3,619573.155,4204251.651,29.18,13.32,1.592934107,1.937102959,684.35,46.27,638.08,133.4930526,8395.789474,56.7611084,1.602889132,1.582419612,8.395789474,Included
208,645,2019,F6,M3,619568.402,4204252.597,31.406,13.984,1.724308721,1.99885371,1005.16,46.27,958.89,200.6098816,12616.97368,85.29911487,1.709492474,1.689417868,12.61697368,Included
209,705,2019,F6,M3,619291.179,4204246.982,49.961,24.805,2.844178665,2.892953769,700.38,46.27,654.11,136.8466974,8606.710526,58.18707468,2.567176304,2.553748608,8.606710526,Included
210,716,2019,F6,M3,619241.011,4204244.749,28.086,7.227,1.528650533,1.305748347,923.83,46.27,877.56,183.5947895,11546.84211,78.0643153,1.550130742,1.529507832,11.54684211,Included
211,731,2019,F6,M3,619172.107,4204243.847,31.68,9.531,1.740531053,1.560928702,883.15,46.27,836.88,175.0841053,11011.57895,74.44558113,1.72254825,1.702529559,11.01157895,Included
212,769,2019,F6,M3,619144.697,4204270.874,39.805,16.719,2.226212935,2.242973005,729.78,46.27,683.51,142.9974868,8993.552632,60.80238403,2.103848861,2.086126501,8.993552632,Included
213,803,2019,F6,M3,619292.451,4204274.924,37.539,17.578,2.089905521,2.316647798,916.58,46.27,870.31,182.0780132,11451.44737,77.41938355,1.998571632,1.980093408,11.45144737,Included
214,840,2019,F6,M3,619454.96,4204278.168,98.086,57.422,5.885463866,4.971541682,745.77,46.27,699.5,146.3427632,9203.947369,62.22479208,4.635109607,4.655084457,9.203947369,Included
215,849,2019,F6,M3,619495.011,4204278.788,56.328,28.438,3.236775714,3.159600251,812.85,46.23,766.62,160.3849737,10087.10526,68.19552549,2.851555153,2.841458081,10.08710526,Included
216,925,2019,F6,M3,619424.506,4204304.585,76.602,42.344,4.508589566,4.084683341,668.29,46.27,622.02,130.1331316,8184.473684,55.33247343,3.732692324,3.73568881,8.184473684,Included
217,941,2019,F6,M3,619353.42,4204302.958,56.016,29.414,3.217453278,3.229129923,950.6,46.27,904.33,189.1953553,11899.07895,80.44567009,2.837716504,2.827446229,11.89907895,Included
218,973,2019,F6,M3,619213.396,4204299.044,24.102,7.031,1.29625452,1.282793795,795.19,46.27,748.92,156.6819474,9854.210526,66.62100254,1.355749144,1.33482013,9.854210526,Included
219,973,2019,F6,M3,619213.396,4204299.044,24.102,7.031,1.29625452,1.282793795,686.89,46.27,640.62,134.0244474,8429.210526,56.98705689,1.355749144,1.33482013,8.429210526,Included
220,1036,2019,F6,M3,619221.25,4204326.686,25.898,6.523,1.400675738,1.222214485,731.11,46.27,684.84,143.2757368,9011.052632,60.92069565,1.443834841,1.422992263,9.011052632,Included
221,1052,2019,F6,M3,619292.561,4204328.234,34.414,12.969,1.902984894,1.90401984,945.67,46.27,899.4,188.1639474,11834.21053,80.00711652,1.852074085,1.832695236,11.83421053,Included
222,1056,2019,F6,M3,619309.162,4204328.912,41.289,17.891,2.315811231,2.343173775,708.85,46.27,662.58,138.6187105,8718.157895,58.94053286,2.172389865,2.155205977,8.718157895,Included
223,1095,2019,F6,M3,619482.899,4204332.319,87.5,47.461,5.203717574,4.396609516,608.92,46.27,562.65,117.7123026,7403.289474,50.05114977,4.193904315,4.205177512,7.403289474,Included
224,1113,2019,F6,M3,619559.132,4204333.549,55.234,24.062,3.169060294,2.836755185,702.51,46.27,656.24,137.2923158,8634.736842,58.37655118,2.802988976,2.792288928,8.634736842,Included
225,1114,2019,F6,M3,619563.044,4204334.467,55.82,27.812,3.205319113,3.114558228,871.83,46.27,825.56,172.7158421,10862.63158,73.43859807,2.829018102,2.818639524,10.86263158,Included
226,11,2019,F7,M6,619152.266,4204528.816,81.328,51.875,3.496572487,3.268915595,1000.27,46.27,954,199.5868421,12552.63158,70.87509194,2.996259571,3.002307825,12.55263158,Included
227,21,2019,F7,M6,619207.822,4204530.777,111.133,103.555,4.895765056,5.105744634,967.01,46.27,920.74,192.6285,12115,68.40412175,3.938654702,3.964078465,12.115,Included
228,38,2019,F7,M6,619302.051,4204534.31,77.578,60.391,3.323090726,3.605676601,1142.79,46.27,1096.52,229.4035263,14427.89474,81.46326606,2.874902285,2.878782212,14.42789474,Included
229,44,2019,F7,M6,619336.068,4204536.967,72.813,22.188,3.103599161,1.890078304,1237.38,46.27,1191.11,249.19275,15672.5,88.49059827,2.71963807,2.720867146,15.6725,Included
230,61,2019,F7,M6,619432.888,4204536.49,59.219,30.234,2.483812016,2.307604194,1036.65,46.27,990.38,207.1979211,13031.31579,73.57785488,2.269368556,2.263765719,13.03131579,Included
231,69,2019,F7,M6,619478.038,4204537.539,65.781,45,2.781745185,2.982456315,885.51,46.27,839.24,175.5778421,11042.63158,62.34927899,2.488161218,2.485711274,11.04263158,Included
232,134,2019,F7,M6,619409.023,4204572.707,56.992,52.93,2.383270357,3.311646506,1213.42,46.27,1167.15,244.1800658,15357.23684,86.71054878,2.194444139,2.187839439,15.35723684,Included
233,146,2019,F7,M6,619344.811,4204570.812,56.836,22.422,2.376238814,1.902912477,1260.37,46.27,1214.1,254.0025,15975,90.19858398,2.189182256,2.182508753,15.975,Included
234,161,2019,F7,M6,619263.15,4204568.735,74.336,65.781,3.173635173,3.810103048,1179.82,46.27,1133.55,237.1505921,14915.13158,84.21431915,2.769397373,2.771460528,14.91513158,Included
235,184,2019,F7,M6,619141.712,4204565.541,125.117,91.211,5.562986822,4.704363737,664.62,46.27,618.35,129.3653289,8136.184211,45.9387978,4.369492769,4.405078156,8.136184211,Included
236,185,2019,F7,M6,619136.548,4204564.358,135.82,100.625,6.077646292,5.012083533,617.54,46.27,571.27,119.5156974,7516.710526,42.44110458,4.695187822,4.738925848,7.516710526,Included
237,209,2019,F7,M6,619148.084,4204597.863,115.82,104.375,5.118706098,5.13178778,728.28,46.27,682.01,142.6836711,8973.81579,50.66826148,4.083769288,4.112532666,8.97381579,Included
238,232,2019,F7,M6,619275.439,4204599.032,81.211,65.117,3.49115027,3.785249676,1319.9,46.27,1273.63,266.4568026,16758.28947,94.62121941,2.992483884,2.998463441,16.75828947,Included
239,250,2019,F7,M6,619368.226,4204600.023,57.148,20.078,2.3903034,1.772089575,1290.94,46.27,1244.67,260.3980658,16377.23684,92.4697072,2.199704233,2.193168519,16.37723684,Included
240,328,2019,F7,M6,619471.724,4204631.726,59.648,56.055,2.503214186,3.436481473,1023.79,46.27,977.52,204.5074737,12862.10526,72.62245267,2.283761131,2.278355425,12.86210526,Included
241,365,2019,F7,M6,619273.628,4204630.014,68.047,49.023,2.885179979,3.151825593,1229.31,46.27,1183.04,247.5044211,15566.31579,87.89105741,2.563073353,2.561776877,15.56631579,Included
242,410,2019,F7,M6,619116.024,4204658.029,107.422,73.086,4.719766252,4.077910763,623.13,46.27,576.86,120.6851842,7590.263158,42.85639993,3.823219418,3.846049529,7.590263158,Included
243,442,2019,F7,M6,619284.216,4204652.118,63.672,44.141,2.685726063,2.945606405,1311.99,46.27,1265.72,264.8019474,16654.21053,94.03356539,2.418151125,2.41465661,16.65421053,Included
244,467,2019,F7,M6,619412.484,4204650.573,48.438,15.859,2.000035334,1.521958187,1410.92,46.27,1364.65,285.4991447,17955.92105,101.3833272,1.903114566,1.893026043,17.95592105,Included
245,469,2019,F7,M6,619422.579,4204649.607,56.484,35.078,2.360378305,2.539761804,1231,46.27,1184.73,247.8579868,15588.55263,88.0166118,2.177302694,2.170474619,15.58855263,Included
246,548,2019,F7,M6,619405.423,4204679.578,45.586,39.609,1.873387687,2.746791814,1359.85,46.27,1313.58,274.8147632,17283.94737,97.58920678,1.804604481,1.793497653,17.28394737,Included
247,586,2019,F7,M6,619207.913,4204677.647,67.227,48.32,2.847718416,3.122595594,1377.05,46.27,1330.78,278.4131842,17510.26316,98.86703863,2.536001114,2.53428359,17.51026316,Included
248,626,2019,F7,M6,619168.465,4204702.067,56.25,34.023,2.349838932,2.49022197,1388.93,46.27,1342.66,280.8986053,17666.57895,99.74963412,2.169400401,2.162470092,17.66657895,Included
249,634,2019,F7,M6,619211.003,4204702.186,63.75,44.805,2.689272903,2.97411315,1215.36,46.27,1169.09,244.5859342,15382.76316,86.85467635,2.420745475,2.417289082,15.38276316,Included
250,651,2019,F7,M6,619303.441,4204704.235,65.781,47.695,2.781745185,3.096481762,1074.83,46.27,1028.56,215.1855789,13533.68421,76.4143444,2.488161218,2.485711274,13.53368421,Included
251,666,2019,F7,M6,619383.652,4204706.112,51.602,28.359,2.141218918,2.214244739,1201.7,46.27,1155.43,241.7281184,15203.02632,85.83984014,2.011563331,2.002692011,15.20302632,Included
252,681,2019,F7,M6,619465.021,4204708.364,51.094,37.148,2.118504376,2.63545362,1264.73,46.27,1218.46,254.9146579,16032.36842,90.52249949,1.994208146,1.985135479,16.03236842,Included
253,696,2019,F7,M6,619545.96,4204708.027,35.742,30.234,1.441237767,2.307604194,1278.23,46.27,1231.96,257.739,16210,91.52544891,1.458295973,1.444340713,16.21,Included
254,702,2019,F7,M6,619577.64,4204710.072,41.836,20.781,1.707807514,1.811868743,1096.35,46.27,1050.08,219.6877895,13816.84211,78.01312009,1.673898047,1.661576406,13.81684211,Included
255,128,2019,F8,M12,619553.395,4204945.984,62.578,47.383,1.96497591,1.982628682,1267.12,46.27,1220.85,255.4146711,16063.81579,82.16674968,1.911191513,1.912151007,16.06381579,Included
256,147,2019,F8,M12,619458.425,4204944.309,44.57,36.797,1.362965089,1.684252698,1501.12,46.27,1454.85,304.3699342,19142.76316,97.9156291,1.419781728,1.413690695,19.14276316,Included
257,147,2019,F8,M12,619458.425,4204944.309,44.57,36.797,1.362965089,1.684252698,1265.38,46.27,1219.11,255.0506447,16040.92105,82.04964261,1.419781728,1.413690695,16.04092105,Included
258,149,2019,F8,M12,619448.415,4204944.353,46.328,41.055,1.421005899,1.807516234,1286.2,46.27,1239.93,259.4064079,16314.86842,83.45088907,1.468712345,1.46321204,16.31486842,Included
259,185,2019,F8,M12,619267.179,4204939.954,57.344,45.82,1.788402427,1.940191031,1333.92,46.27,1287.65,269.3899342,16942.76316,86.66258364,1.770434255,1.769135451,16.94276316,Included
260,186,2019,F8,M12,619262.674,4204940.964,59.57,49.258,1.863351211,2.032887608,1379.88,46.27,1333.61,279.00525,17547.5,89.75582507,1.830484704,1.830127694,17.5475,Included
261,209,2019,F8,M12,619149.376,4204938.616,52.5,36.992,1.626100871,1.690004739,1361.59,46.27,1315.32,275.1787895,17306.84211,88.52485499,1.638737719,1.635492083,17.30684211,Included
262,243,2019,F8,M12,619115.2,4204965.712,88.555,72.227,2.856986628,2.602178318,1218.94,46.27,1172.67,245.3349079,15429.86842,78.92409579,2.590452111,2.604515747,15.42986842,Included
263,293,2019,F8,M12,619373.049,4204970.384,68.594,54.375,2.169354547,2.166710833,1341.23,46.27,1294.96,270.9192632,17038.94737,87.15456786,2.071188725,2.074921475,17.03894737,Included
264,353,2019,F8,M12,619552.386,4205000.811,68.984,54.727,2.18265352,2.1757483,1330.83,46.27,1284.56,268.7434737,16902.10526,86.45461764,2.081499165,2.085417771,16.90210526,Included
265,353,2019,F8,M12,619552.386,4205000.811,68.984,54.727,2.18265352,2.1757483,1160.38,46.27,1114.11,233.0835395,14659.34211,74.98283779,2.081499165,2.085417771,14.65934211,Included
266,377,2019,F8,M12,619429.815,4204998.317,54.922,43.828,1.707112063,1.885352757,1356.76,46.27,1310.49,274.1683026,17243.28947,88.19978193,1.704766297,1.70247589,17.24328947,Included
267,415,2019,F8,M12,619238.201,4204996.127,68.242,54.57,2.157356432,2.171719941,1450.71,46.27,1404.44,293.8236316,18479.47368,94.5228897,2.061876642,2.065442258,18.47947368,Included
268,427,2019,F8,M12,619179.295,4204994.361,70.82,52.188,2.245339284,2.110087317,1037.91,46.27,991.64,207.4615263,13047.89474,66.74025119,2.129941113,2.134744104,13.04789474,Included
269,444,2019,F8,M12,619098.144,4204992.931,108.242,73.438,3.547234758,2.630238939,814.77,46.27,768.5,160.7782895,10111.84211,51.72228133,3.088410083,3.114009031,10.11184211,Included
270,445,2019,F8,M12,619093.376,4204992.515,114.883,79.961,3.782392532,2.778656926,659.72,46.27,613.45,128.3401974,8071.710526,41.28696612,3.253752601,3.283487058,8.071710526,Included
271,473,2019,F8,M12,619120.967,4205020.597,100,69.219,3.256954887,2.531745519,994.51,46.27,948.24,198.3817895,12476.84211,63.81930519,2.881437688,2.902067412,12.47684211,Included
272,486,2019,F8,M12,619186.449,4205020.968,71.68,49.297,2.274745715,2.033925711,1130.64,46.27,1084.37,226.8616184,14268.02632,72.98124944,2.152577972,2.157800475,14.26802632,Included
273,511,2019,F8,M12,619309.717,4205024.556,70.469,55.703,2.233345338,2.200699488,1517.04,46.27,1470.77,307.7005658,19352.23684,98.9870913,2.120692328,2.125325055,19.35223684,Included
274,518,2019,F8,M12,619347.316,4205025.573,79.805,64.648,2.553886526,2.42259587,1402.72,46.27,1356.45,283.7836184,17848.02632,91.29302341,2.364840416,2.374181937,17.84802632,Included
275,543,2019,F8,M12,619477.584,4205027.072,50.469,43.789,1.558391695,1.88427039,1252.26,46.27,1205.99,252.3058026,15868.28947,81.16662851,1.583076956,1.579059875,15.86828947,Included
276,552,2019,F8,M12,619523.656,4205028.484,60.508,48.047,1.894999354,2.000506414,912.5,46.27,866.23,181.2244342,11397.76316,58.29979407,1.855705059,1.855753291,11.39776316,Included
277,617,2019,F8,M12,619390.018,4205054.87,72.93,56.953,2.317536624,2.232429968,1384.35,46.27,1338.08,279.9404211,17606.31579,90.05666905,2.185420429,2.19125853,17.60631579,Included
278,665,2019,F8,M12,619147.957,4205049.939,87.031,68.359,2.804020285,2.51141,1366.15,46.27,1319.88,276.1327895,17366.84211,88.83175623,2.551363864,2.564585332,17.36684211,Included
279,673,2019,F8,M12,619107.947,4205049.966,123.789,102.969,4.099412959,3.271001634,854.35,46.27,808.08,169.0588421,10632.63158,54.38613023,3.473643486,3.509092368,10.63263158,Included
280,721,2019,F8,M12,619163.776,4205079.838,83.906,64.727,2.695638859,2.424505103,1789.62,553.44,1236.18,258.6218684,16265.52632,83.19850321,2.470944499,2.482464554,16.26552632,Included
281,724,2019,F8,M12,619178.618,4205080.382,78.242,61.289,2.500008751,2.340632772,1271.72,46.27,1225.45,256.3770395,16124.34211,82.47634306,2.32422468,2.332752856,16.12434211,Included
282,732,2019,F8,M12,619217.323,4205079.905,70.352,49.805,2.22934839,2.047421154,1425.01,46.27,1378.74,288.4469211,18141.31579,92.79320511,2.11760813,2.122184226,18.14131579,Included
